 id,voted_up,playtime_forever,lang,is_zero_playtime,is_outlier_len,voted_up_str,Complete english only reviews
787,TRUE,1194,en,FALSE,FALSE,Positive,"Leon's one liners make it worth it, 10/10 would play again."
788,TRUE,1192,en,FALSE,FALSE,Positive,"mercenaries is very fun, go play it8/10"
789,TRUE,1190,en,FALSE,FALSE,Positive,"i would disintegrate ashely into a bloody pulp if i could, my god is she annoying"
790,TRUE,1189,en,FALSE,FALSE,Positive,Utter passion embodied in a video game
791,TRUE,1188,en,FALSE,FALSE,Positive,"Leon is less racist and controls worse than the original, so I think it's a net positive."
792,TRUE,1188,en,FALSE,FALSE,Positive,The village in the first chapter is the worst thing ever created
793,TRUE,1188,en,FALSE,FALSE,Positive,First Resident Evil game I played and I totally fell in love with not only Leon but the game itself! 10/10 would recommend to play. - Condor one out
794,TRUE,1187,en,FALSE,FALSE,Positive,Top 5 games oat
795,TRUE,1187,en,FALSE,FALSE,Positive,Greatest remake in history
796,TRUE,1184,en,FALSE,FALSE,Positive,Best Remake of all time
797,TRUE,1179,en,FALSE,FALSE,Positive,The residents aren't too evil and ada wong bad as
798,TRUE,1179,en,FALSE,FALSE,Positive,"For my first re game this was a pretty good introduction. Of course re2 would have been ideal to play first nevertheless my play experience was fine. The only noticeable thing I found weird was how Krauser just showed up mid game, felt like he was a last minute addition. Anyways the game isn't that scary and much more focus on the shooter aspect, which in my opinion was really fun."
799,TRUE,1176,en,FALSE,FALSE,Positive,"I've been playing every Resident Evil game chronologically and this is my favorite one so far, right next to RE2 Remake. Great story, characters, action, it's a blast!"
800,TRUE,1174,en,FALSE,FALSE,Positive,amizing game and fun too play
801,TRUE,1173,en,FALSE,FALSE,Positive,the final spanish experience
802,TRUE,1172,en,FALSE,FALSE,Positive,only reason i replayed the game is to see Ada Wong
803,TRUE,1171,en,FALSE,FALSE,Positive,She ada on my wong until my resident's evil
804,TRUE,1169,en,FALSE,FALSE,Positive,"Genuinely fantastic game in basically every regard. The characters, the narrative, the soundtrack, the visuals, everything felt exactly the way it should be. The combat in this game is amazing, being able to parry someone with a small knife and then kicking them in the face is one of the most satisfying things to do in the game. There's not much negative I could say about this game, outside of its very few stealth segments, which i didn't really enjoy too much.One of the best Resident Evil games, and absolutely one of my favorite games I've played in a long time."
805,TRUE,1166,en,FALSE,FALSE,Positive,Peak besides ashley's story
806,TRUE,1156,en,FALSE,FALSE,Positive,I love the atmosphere of the castle; that's what did it for me. Great game!
807,TRUE,1156,en,FALSE,FALSE,Positive,"9/10For many, Resident Evil 4 is the high point of the series, and it's easy to see why. Leon is an incredibly compelling character, the village location is iconic, and the story is easily digestible while also remaining interesting. Resident Evil 4 is an iconic game, that maintains its original feel, while being elevated to excellence in the remake."
808,TRUE,1154,en,FALSE,FALSE,Positive,good game helps out with my leon addiction
809,TRUE,1154,en,FALSE,FALSE,Positive,10/10 will jork it to leon again
810,TRUE,1153,en,FALSE,FALSE,Positive,Best story game i ever played so far graphics are aslo great
811,TRUE,1153,en,FALSE,FALSE,Positive,Perfect for anyone getting into the RE series great combat and pretty decent characters/story def worth a try
812,TRUE,1153,en,FALSE,FALSE,Positive,games peak ashley pmo
813,TRUE,1151,en,FALSE,FALSE,Positive,"As a player of the original Resident Evil 4 I must say that this is another greatly made remake, all the enhancements makes the game even more great and the added DLC extends the story in awesome way. This one is longer than 2 or 3 remake, but its totally worth it. For fans of the series or even new players i will really recommend it."
814,TRUE,1151,en,FALSE,FALSE,Positive,"Great storyline and gameplay, the action is pretty good"
815,TRUE,1149,en,FALSE,FALSE,Positive,"This game is a perfect combination of classic and new games, it has classic elements, I never played the original, but the whole game has a certain charm to it, that you don't find in newer games anymore, it is simply a great experience to play, visually more than holds up even today, I reckon I will do a couple playtroughs!"
816,TRUE,1148,en,FALSE,FALSE,Positive,leon is hot and ada is hot
818,TRUE,1139,en,FALSE,FALSE,Positive,YA'LL GOTTA PLAY THISS ITS GOOD
819,TRUE,1138,en,FALSE,FALSE,Positive,"yeah, it is that good"
820,TRUE,1130,en,FALSE,FALSE,Positive,driver take me to Chanel (merchant)
821,TRUE,1129,en,FALSE,FALSE,Positive,lowkey is one of the best games I have played
822,TRUE,1125,en,FALSE,FALSE,Positive,"My third RE game after RE2R and RE3R. It is my opinion, so probably wont matter, but i think the RE4R is far better than RE2R and RE3R.It took me 15 hours on standard (first run) to finish, finding 99% of the items and stuff. I think it's not a good run time, but i'm proud. Why? Because it did not gave me stroke that much compared to both 2R and 3R."
823,TRUE,1124,en,FALSE,FALSE,Positive,"Wanna start by saying this is my first Resident Evil game. Im not usually a big fan of horror games, but this one completely converted me.The gameplay is really addictive, combat feels satisfying, pacing is great, and the atmosphere keeps you on edge. Highly recommend, especially if youre new to the series like me."
825,TRUE,1123,en,FALSE,FALSE,Positive,Great remake But the original game is better.
826,TRUE,1120,en,FALSE,FALSE,Positive,"The most satisfying third person shooter in recent years. Fun body horror imagery with campy villans and an even campier hero, one-liners and all.My one gripe is the companion who you have to escort through most of the levels. She has a hard time listening to orders and seems to lose her self preservation insticts every so often. Not game ruining, just a tad annoying on occasion.Excellent weapon variety, enemy variety, and boss fights."
827,TRUE,1116,en,FALSE,FALSE,Positive,"I love resident evil so much bru. The game is great, has a really cool story, a great mix of action and horror, and provides a surprising amount of other content like the mercenaries dlc. Overall a 10/10 game that i would highly recommend."
828,TRUE,1116,en,FALSE,FALSE,Positive,Nearly enough backflips so ill give it a thumbs up for now.
829,TRUE,1115,en,FALSE,FALSE,Positive,"First RE, was lucky enough to experience the game blind. Fantastic game all around, and one that I think really anyone could enjoy, even if they don't typically like survival horror."
830,TRUE,1114,en,FALSE,FALSE,Positive,Man I enjoyed every single moment of this. The dodge mechanics would have made the combat much more fun but it's already good enough as it is.
831,TRUE,1114,en,FALSE,FALSE,Positive,"beautil, nearly or damn near perfect, for any fans of resident evil or survival horror in general should play this game."
832,TRUE,1114,en,FALSE,FALSE,Positive,"Fun game, amazing mechanics as-well as a good variety of weapons and characters."
833,TRUE,1113,en,FALSE,FALSE,Positive,resident gay 4
834,TRUE,1110,en,FALSE,FALSE,Positive,Great action survival horror!
835,TRUE,1109,en,FALSE,FALSE,Positive,One of the greatest to ever do it
836,TRUE,1108,en,FALSE,FALSE,Positive,Leon heard them speaking Castilian and immediately started blowing heads off so he's pretty cool in my book
837,TRUE,1105,en,FALSE,FALSE,Positive,"The gameplay and the atmosphere are great, modern update of a classic. Definitely worth playing"
838,TRUE,1103,en,FALSE,FALSE,Positive,"Amazing game, absolutely recommend."
839,TRUE,1101,en,FALSE,FALSE,Positive,"Didn't play the original but even without nostalgia, I really enjoy it! Run flawlessly on my Pc at 1440p with Raytracing almost max settings without upscaling."
840,TRUE,1101,en,FALSE,FALSE,Positive,Wait for requiem discount? Bingo
841,TRUE,1095,en,FALSE,FALSE,Positive,I aint even finished im over half way and dawg this game is killer i cant describe it you just gotta play
842,TRUE,1095,en,FALSE,FALSE,Positive,His right hand doesn't come off... :(
843,TRUE,1093,en,FALSE,FALSE,Positive,"There is no words to describe how well this remake came out, i have this for both xbox and steam."
844,TRUE,1092,en,FALSE,FALSE,Positive,The greatest game of all time
845,TRUE,1092,en,FALSE,FALSE,Positive,bingo simulator or something
846,TRUE,1087,en,FALSE,FALSE,Positive,Real G game
847,TRUE,1087,en,FALSE,FALSE,Positive,This game slaps
848,TRUE,1085,en,FALSE,FALSE,Positive,"hi, can somone share with steam family for me requiem?"
849,TRUE,1083,en,FALSE,FALSE,Positive,"Good game, never played the original so it was nice to play it with more modern QoL. Enjoyed the first half more-so than the 2nd but still very fun."
850,TRUE,1082,en,FALSE,FALSE,Positive,she evil on my residents 4 more
851,TRUE,1082,en,FALSE,FALSE,Positive,"This game was so fun to play. the story line on how it was connecting with raccoon city made it make sense, a little bit from resident evil 3. 10/10 i highly recommend the game."
852,TRUE,1082,en,FALSE,FALSE,Positive,"Great game. Only it's not traditional RE with zombies, but more action with infected people on an island. So enemies shoot back"
853,TRUE,1080,en,FALSE,FALSE,Positive,should have won GOTY
854,TRUE,1078,en,FALSE,FALSE,Positive,"Where'd everyone go, bingo?"
855,TRUE,1077,en,FALSE,FALSE,Positive,"Just played the original a month ago and I loved it. This game feels really good, maybe better than the original though there are the cut sections left behind."
856,TRUE,1075,en,FALSE,FALSE,Positive,"peak, just took what they learnt from the previous titles and made the perfect blend of em."
857,TRUE,1074,en,FALSE,FALSE,Positive,i love resident evil mwahhhhhh
858,TRUE,1072,en,FALSE,FALSE,Positive,"ngl pretty fun, but  the weird BDSM knife guys"
859,TRUE,1071,en,FALSE,FALSE,Positive,"I'm a  , but this has been awesome so far"
860,TRUE,1068,en,FALSE,FALSE,Positive,Great remak. Loved it
861,TRUE,1061,en,FALSE,FALSE,Positive,Honestly one of the best RE games and it's just feels so much better now. What is there to say it's a 10/10 game.
862,TRUE,1060,en,FALSE,FALSE,Positive,evil parasite tries to kill the president of the united state's daughter and a handsome white man and a beautiful mexican10/10 would reccomend
863,TRUE,1058,en,FALSE,FALSE,Positive,I LOVE THIS GAME!!!!!!! This is easily one of my favorite RE games
864,TRUE,1057,en,FALSE,FALSE,Positive,One Liners and roundhouse kicks. Peak Daddy Leon.
865,TRUE,1053,en,FALSE,FALSE,Positive,"yes, just yes. low key better than re2 by a mile"
866,TRUE,1052,en,FALSE,FALSE,Positive,"love the game , capcom really makes good quality game"
867,TRUE,1048,en,FALSE,FALSE,Positive,One of the best games out of the Resident Evil series
868,TRUE,1043,en,FALSE,FALSE,Positive,"REALLY REALLY GOOD CH PROB THE BEST CH CAN""T WAIT FOR CH5"
869,TRUE,1042,en,FALSE,FALSE,Positive,No comments needed why this was recommended
870,TRUE,1040,en,FALSE,FALSE,Positive,"So good, a good mix of interesting characters, suspense, tension, scares, action and 'oh wtf' all mixed together. The guns feel meaty, especially ""The Killer7"" so satisfying to shoot.Personal fave weapon was the exploding crossbow, absolute God send on some bits.Was nice to move away from Raccoon City, the setting worked really well, I haven't played the original RE4, but this remake is top notch.If you have played RE2 remake or the early originals I would say definitely give this a play. If you like action games, play this... hell, if you like any games just play this!"
871,TRUE,1039,en,FALSE,FALSE,Positive,save the young white woman!!!!
872,TRUE,1039,en,FALSE,FALSE,Positive,"I have over 200 hours on this game on PS5, legit one of my favoruite games, one of my comfort games to play when im bored."
873,TRUE,1038,en,FALSE,FALSE,Positive,"the goat  leon kennedy glaze never stops,  those stupid regenerators though"
874,TRUE,1034,en,FALSE,FALSE,Positive,"as much as i love the og RE4, the remake is actually pretty great"
875,TRUE,1034,en,FALSE,FALSE,Positive,Best RE game with goated mc and amazing gameplay
876,TRUE,1033,en,FALSE,FALSE,Positive,"Loved this game back in the day, even better now. What else can I say?"
877,TRUE,1026,en,FALSE,FALSE,Positive,"very optiimised game , this is my fav re game"
878,TRUE,1025,en,FALSE,FALSE,Positive,10.10 Thank you Leon
879,TRUE,1022,en,FALSE,FALSE,Positive,Amazing. Love it. Slightly different then the original. Added some different stuff for chaos.
880,TRUE,1022,en,FALSE,FALSE,Positive,"I don't know how they did it, but Capcom has managed to take a classic, an already near-perfect game - that still holds up to this day - and make changes and imrpovements for this remake that is honestly impressive as hell. 10/10!"
881,TRUE,1021,en,FALSE,FALSE,Positive,10/10 jiggle phyisics
882,TRUE,1019,en,FALSE,FALSE,Positive,"Only just finished it and already hooked on this series, it just blends so many aspects into one and I love it. From the boss battles to the cheesy one-liners, this is the series that many of your favourite games took some level of inspiration from. RE2 next then I'll come back and 100% this. Absolutely worth every penny of full price imo.10/10."
883,TRUE,1018,en,FALSE,FALSE,Positive,After replaying the og trying to replay this game was something I can't do... this remake just adds so much padding and the  combat system is so inconsistent and adding the mechanic of parrying just to add it is SOOOOO..... BORRINNGGGGBut this game is ok it is fun even tho it's boring and sluggish not mentioning the fact that it ruins the og tone of the game completely well not fully it has its moments.The game is just MEH...
884,TRUE,1017,en,FALSE,FALSE,Positive,"So after playing Resident Evil 2 Remake, I jumped into Resident Evil 4 Remake and honestly this game is on another level. It keeps the horror vibe but adds way more action, and it feels really polished.First thing I noticed was the graphics. The environments look amazing. The village, the castle, the forests everything looks super detailed and dark in a good way. It really feels like youre in this creepy isolated place.Gameplay is where the game really shines. The combat feels smooth and satisfying. Shooting enemies, parrying with the knife, upgrading weapons everything feels really well designed. The enemies are aggressive too, so fights can get pretty intense.Leon is also way cooler in this remake. His character feels more serious compared to the older version, but he still has those funny one liners sometimes which makes it fun.One thing I really liked is the merchant system. Finding treasure, upgrading weapons, and choosing what to buy actually makes you think about your playstyle. And hearing Whatre ya buyin? never gets old.The boss fights are also great. They feel bigger and more cinematic than before, and each one feels different which keeps the game exciting."
885,TRUE,1016,en,FALSE,FALSE,Positive,"peak, also hes me"
886,TRUE,1015,en,FALSE,FALSE,Positive,"Gotta play through the game to unlock the jacket outfit so you can play the game and never lose the jacket. Great game, but the jacket is even greater."
887,TRUE,1012,en,FALSE,FALSE,Positive,super fun i got the minimalist achivement i aslo got S+ RANKS ON STANDARD
888,TRUE,1012,en,FALSE,FALSE,Positive,"This is one of the best game I've played, unreal."
889,TRUE,1009,en,FALSE,FALSE,Positive,10/10 best game ive played in my life
890,TRUE,1009,en,FALSE,FALSE,Positive,"gotta be the best in the series, has a great balance between horror and action.Tons of replay value here too"
891,TRUE,1005,en,FALSE,FALSE,Positive,great game :3
892,TRUE,1005,en,FALSE,FALSE,Positive,I understand the hype now. Def my favorite of the re remaster trilogy.
893,TRUE,1005,en,FALSE,FALSE,Positive,"It's a good shooter and it's pretty scary, I never played the original tho"
894,TRUE,1003,en,FALSE,FALSE,Positive,The residents are pretty evil in this game
895,TRUE,1002,en,FALSE,FALSE,Positive,"Great entry to the series. I've always wanted to play this game, but the original, while I've heard is still very solid, to me I cant get into because of some game mechanics. Now with this it is much more new player friendly. Once I started playing I couldn't put it down. The story, action, round house kicks, its all peak gaming. Even at full price it's still a must have."
896,TRUE,1001,en,FALSE,FALSE,Positive,"it has so many parts that make the game unbearable to replay, but for a one time playthrough the game is really good. I found it a lot harder than the other games and more frustrating at points, still great though"
897,TRUE,999,en,FALSE,FALSE,Positive,"no thanks, bro"
898,TRUE,995,en,FALSE,FALSE,Positive,"Ashley not right now, sorry, Im busy throwing eggs at the locals"
899,TRUE,995,en,FALSE,FALSE,Positive,"very fun, i like the assalt rifle"
900,TRUE,993,en,FALSE,FALSE,Positive,"Loads of fun, cant believe its over!! Definitely in my top 3 from the series!!"
901,TRUE,990,en,FALSE,FALSE,Positive,Where's everyone going? Bingo? KICKASS FIRST DAY!!!!!!!!
902,TRUE,990,en,FALSE,FALSE,Positive,Much better than i thought it would be.A Solid 9/10
903,TRUE,990,en,FALSE,FALSE,Positive,"There's something really awesome about the evolution in gameplay from playing as a regular police officer in resident evil 2, to playing as the protagonist of an action horror adventure game who backflips and parries chainsaws in 4."
904,TRUE,989,en,FALSE,FALSE,Positive,Very faithful to the original while expanding upon it one of THE best remakes I've played.
905,TRUE,987,en,FALSE,FALSE,Positive,its fabulous enjoy alot easy to run as well story is good so far
906,TRUE,986,en,FALSE,FALSE,Positive,Only for ashley
907,TRUE,985,en,FALSE,FALSE,Positive,"10/10, would backflip again"
908,TRUE,983,en,FALSE,FALSE,Positive,"Is like Aton Ego tasting ratatouille, a bunch of memories coming back"
909,TRUE,982,en,FALSE,FALSE,Positive,this is peak resident evil
910,TRUE,981,en,FALSE,FALSE,Positive,Cheesy ass one liners: REMAKE
911,TRUE,980,en,FALSE,FALSE,Positive,Where's everyone going? RE4 Remake?
912,TRUE,978,en,FALSE,FALSE,Positive,"Amazing game this one and re9 are my favorites so far still need to beat 5, 6, Biohazard, and village"
913,TRUE,978,en,FALSE,FALSE,Positive,played cuz of ada wong 10/10 would reccomend
914,TRUE,976,en,FALSE,FALSE,Positive,this game gives me so much bi panic
915,TRUE,976,en,FALSE,FALSE,Positive,Great game really feels like a new story after RE3 and the remake is even better than the original.PEAK.
916,TRUE,975,en,FALSE,FALSE,Positive,not a horror game at allabsolutely cinema
917,TRUE,975,en,FALSE,FALSE,Positive,"In my opinion, it's a really well-done remake. These episodes with Leon aren't even as scary as the ones with Ethan."
918,TRUE,974,en,FALSE,FALSE,Positive,"Hands down, the best (in my opinion) version of RE4 to have been made.....so far. I absolutely love the original, the VR port even more-so, but this was  crazy. No giant robot/ boulder chase scene though, so it automatically gets a 0/10"
919,TRUE,972,en,FALSE,FALSE,Positive,Leon my beloved!
920,TRUE,968,en,FALSE,FALSE,Positive,"Finished Requiem, came back to this and realized I have never beaten this games story. Finally finished it and its one of the best games Ive ever played."
921,TRUE,965,en,FALSE,FALSE,Positive,The best Remake of the best Resident Evil game (have not played requiem). My 2nd favorite remade video game ever. Some people prefer the more horror based Resi games and i can respect that. However I was blown away at how RE4 redefined the genre back when the OG released . That original tension has not been replaced only sharpened. 9.25/10
922,TRUE,965,en,FALSE,FALSE,Positive,"Ashley: ""Want to take my number?""Leon: ""No thanks, i have my own."""
923,TRUE,965,en,FALSE,FALSE,Positive,i would recommend this game to other players
924,TRUE,963,en,FALSE,FALSE,Positive,Best Remake of all time
925,TRUE,963,en,FALSE,FALSE,Positive,RE4 was my favorite game of all time. Everything about it has been improved in the remake from the gameplay to the portrayal of the side characters.
926,TRUE,962,en,FALSE,FALSE,Positive,"Simple and short answer, YES! Great game massive nostalgic trip with bonus Leon one liners haha ( and a lot of kicks and backflips )"
927,TRUE,961,en,FALSE,FALSE,Positive,Great game! Loved it
928,TRUE,960,en,FALSE,FALSE,Positive,the evil was resident.
929,TRUE,959,en,FALSE,FALSE,Positive,"very game, very likeIf you guys are new to RE, listen to me as a veteran. The correct order to play is:RE8>RE7>RE2>RE9>RE4"
930,TRUE,959,en,FALSE,FALSE,Positive,"Leon ""Harem"" Kennedy."
931,TRUE,956,en,FALSE,FALSE,Positive,"just, what a game man. 10/10"
932,TRUE,955,en,FALSE,FALSE,Positive,This Game has Leon
933,TRUE,955,en,FALSE,FALSE,Positive,"All action little horror but after resident evil 2 it felt good to just kill the  out of people, fun enemies and bosses with cool level design. I'd definitely say it's a must play.Also the free mercenaries DLC is really fun (Krauser my beloved)"
934,TRUE,954,en,FALSE,FALSE,Positive,Fell through the floorboards and got harassed by evil residents10/10
935,TRUE,953,en,FALSE,FALSE,Positive,"super super super replayable and so much stuff to do (e.g. merchant misisons, looting, shooting range, etc.) has the best dlc of the franchise (mercenaries obvi) and js super fun gameplay/combat mechanics. would be my fav re game if it were js a tiny bit scarier since this game focuses a lot on action. 2nd best re game hands down. 10/10 game for anyone wanting to get into the franchise"
936,TRUE,949,en,FALSE,FALSE,Positive,"had atleast 4 residents, and they were evil"
937,TRUE,949,en,FALSE,FALSE,Positive,"3.5/5tedious at the end, please give ramon his hat back and its solid"
938,TRUE,947,en,FALSE,FALSE,Positive,"The pinnacle of RE games, next up RE9."
939,TRUE,945,en,FALSE,FALSE,Positive,lovee lovee lovee this game :DD
940,TRUE,944,en,FALSE,FALSE,Positive,holy absolute cinema
941,TRUE,943,en,FALSE,FALSE,Positive,"I love to parry and stab people in this game, it gives an accurate british experience.The story was enjoyable to play. Mechanics of the game were an absolute W.Game performance wise, smooth gameplay. No issues whatsoever"
942,TRUE,942,en,FALSE,FALSE,Positive,Really good game. Trust
943,TRUE,936,en,FALSE,FALSE,Positive,Goated game that runs great
944,TRUE,932,en,FALSE,FALSE,Positive,so let be real leon can make any staraight man gay
945,TRUE,930,en,FALSE,FALSE,Positive,I'm not sure how you play this game and think its not one of the best games ever made.
946,TRUE,929,en,FALSE,FALSE,Positive,"A masterpiece, but RE2 still holds my crown.Resident Evil 4 is just straight-up good. Like, very, very good. Ive knocked out RE1, RE2, and RE7, and I can confidently say RE4 takes the solid #2 spot on my list, right behind RE2.At first, the game felt incredibly long, but I'll admit that's mostly on me for overthinking and second-guessing every single puzzle. Looking back, the length is actually a huge plus. RE2 is my favorite in the franchise, but it felt like it ended a little too quickly. RE4 gives you way more time to actually play.Everything else is top-tier. The writing is amazing, the game is incredibly well-paced, the characters and voice acting are great, and the graphics are amazing. Plus, it ran flawlessly for me. Zero bugs the entire playthrough.And, of course, you get to see way more of Ada Wong in this one, which is an automatic win. Next stop: Resident Evil 3."
947,TRUE,929,en,FALSE,FALSE,Positive,"To be honest, I wasn't the biggest fan of this one. I knew going in that it would be different from other entries, but it truly felt like a pure action game with zero horror. Even Village, which follows a similar blueprint, managed to actually scare me in several parts. For a game focused so much on 'action,' many elements felt frustratingly slowthe movement, the reload animations, and the recovery time after being hit often led to cheap deaths where youd get stunned and then swamped by enemies out of nowhere.The death mechanics could be incredibly stressful, especially with those one-shot kills that felt unearned or QTEs that didn't seem to trigger properly. And then there's the tone... it's incredibly cheesy. Leons constant one-liners and over-the-top acrobatics are definitely part of his 'charm' and I really do like it, but here it was almost too much to take seriously for me, even for a zombie game. (Then again, I suppose it's the whole charm of the game and that's not bad per se).Surprisingly, Ashley was the character I liked the most throughout the journey. Playing as Ada was cool too, although I have to admit her new voice took me completely out of the experiencenothing against the VA, but the change was just too jarring. [b]Its not a bad game by any means,[/b] but Ill always prefer the vibe of Resident Evil 2. Also, shoutout to Luis; he was easily the MVP."
948,TRUE,926,en,FALSE,FALSE,Positive,Great story with lots of jump scares and cool enemies
949,TRUE,925,en,FALSE,FALSE,Positive,"Absolutely incredible, one of the if not the best in the franchise aside from Requiem."
950,TRUE,924,en,FALSE,FALSE,Positive,one of my favourite resident evil games so far i played the 2 and 3 remake and its really fun to play.
951,TRUE,923,en,FALSE,FALSE,Positive,"This has some of the best 3rd person combat ever. I do prefer the story of the original, but this is a really great game. 8.5/10It is very short though, so bear that in mind you will only get like 20 hours max of gameplay unless you run it a bunch."
952,TRUE,922,en,FALSE,FALSE,Positive,"Undeniably the best Resident Evil game OAT especially my favorite,THX Capcom <3"
953,TRUE,922,en,FALSE,FALSE,Positive,Fantastic Game! Love the remake so much!
954,TRUE,920,en,FALSE,FALSE,Positive,8/10 must playvery accessible game that almost everyone would like
955,TRUE,919,en,FALSE,FALSE,Positive,"Filled with Leon One Liners!!You know what, I do have a question. When was the last time you brushed your teeth +10000000 x infinite AURA"
956,TRUE,918,en,FALSE,FALSE,Positive,Easily my favourite RE game ive played and loved every section of this game except from the regenaradors not looking forward to playing through that part again
957,TRUE,917,en,FALSE,FALSE,Positive,"Very nice, fat boys got good recoil"
958,TRUE,916,en,FALSE,FALSE,Positive,fantastic remake. stays true to everything that makes the original a classic while making so many quality of life improvements. game looks and feels fantastic!
959,TRUE,911,en,FALSE,FALSE,Positive,Ashley is bad as hell bro istg
960,TRUE,909,en,FALSE,FALSE,Positive,"Yes, good game. Great graphics. Like the easy setting...gives enough ammo etc...Wish it had a separate setting. Back woods is cool...just not for the whole game."
961,TRUE,907,en,FALSE,FALSE,Positive,The residents are somehow even more evil this time around
962,TRUE,903,en,FALSE,FALSE,Positive,Hot chinese lady showed up alot 11/10
963,TRUE,899,en,FALSE,FALSE,Positive,leon kennedy the things i would do for you
964,TRUE,894,en,FALSE,FALSE,Positive,top 10 games of all time
965,TRUE,893,en,FALSE,FALSE,Positive,Graphics: 10/10Gameplay: 9/10Story: 10/10Characters: 9/10Plot: 9/10Overall: 9.5/.10It is very close to being a 10/10 games imo.
966,TRUE,892,en,FALSE,FALSE,Positive,i love all of the re games one of the best games but this one is badass
967,TRUE,890,en,FALSE,FALSE,Positive,9/10 couldnt shoot Ashley
968,TRUE,889,en,FALSE,FALSE,Positive,"as you guys know im the most famous reviewer in all of steam history and take it from me this is a MUST buy there is one complaint i have and that is Ashley Garham she keeps distracting me and she just couldnt stop me from touching a certain spot on my body ive never had an foid manipulate me like that and a 2d one at that, that being said Leon is the goat after Ichigo."
969,TRUE,889,en,FALSE,FALSE,Positive,Not as good as OG but still poppin'
970,TRUE,887,en,FALSE,FALSE,Positive,the residents were too evil
971,TRUE,884,en,FALSE,FALSE,Positive,Backflips were required
972,TRUE,883,en,FALSE,FALSE,Positive,very fun i love reamke better then the old one
973,TRUE,874,en,FALSE,FALSE,Positive,"Probably my favorite RE game I have played.I love the combat focused story, great for me as I am easily scared in horror games and it's a nice break from the usual horror-filled RE games. Still feels like a horror game and it gets your stress up from time to time but nothing extreme, as I said the combat is great. The story is great. 10/10"
974,TRUE,874,en,FALSE,FALSE,Positive,forever be my childhood memory
975,TRUE,871,en,FALSE,FALSE,Positive,This game is badass
976,TRUE,870,en,FALSE,FALSE,Positive,If I Was Leon Kennedy I Would Be Dripped Up Full Bust Down Patek Clean Ass Cut 30 Bands In Each Pocket 25 Goons Around Me Smoking Big Backwoods Popping Bottles Posting Everything On IG
977,TRUE,870,en,FALSE,FALSE,Positive,im lowk attracted to dudes on the down low
978,TRUE,867,en,FALSE,FALSE,Positive,Phenomenal game. This is everything modern gaming lacks and more. I wish I could've played the original when it released.
979,TRUE,867,en,FALSE,FALSE,Positive,theres like atleast 4 evil residents
980,TRUE,865,en,FALSE,FALSE,Positive,I accidently blasted Ashley's head smooth off. Good game tho
981,TRUE,864,en,FALSE,FALSE,Positive,"Leon ""I keep that thang on me"" S. Kennedy"
982,TRUE,863,en,FALSE,FALSE,Positive,absolute banger this game
983,TRUE,861,en,FALSE,FALSE,Positive,Totally worth it
984,TRUE,861,en,FALSE,FALSE,Positive,great and perfect to action game
985,TRUE,860,en,FALSE,FALSE,Positive,"Best Resident Evil title in the franchise for sure, doesn't get better than this."
986,TRUE,858,en,FALSE,FALSE,Positive,Assisted mode makes it easy to have fun and enjoy the story
987,TRUE,856,en,FALSE,FALSE,Positive,"""I think you need to chill out"" Leon as he's going against the most putrid vile disease ridden eldritch deities gods green earth has ever seen. Oh yeah, great game would recommend to a previously born child."
988,TRUE,853,en,FALSE,FALSE,Positive,Very Good Game of the year.
989,TRUE,853,en,FALSE,FALSE,Positive,The best chapter in RE franchise!
990,TRUE,851,en,FALSE,FALSE,Positive,Amazing story and combat. I'm just starting the series and this one has been my favorite so far.
991,TRUE,850,en,FALSE,FALSE,Positive,LEON IS SUPPER HOTN AND MAKES ME DROOL EVERYTIME I SEE HIM.
992,TRUE,850,en,FALSE,FALSE,Positive,"Super fun. Bloody Good stuff, Ashley if wifey fr"
993,TRUE,849,en,FALSE,FALSE,Positive,pretty good i loved that
994,TRUE,849,en,FALSE,FALSE,Positive,"I have never played anything like this before.I dont usually play story games, but I decided to try this one out, and I have to say - Ive been missing out on so much. Its crazy.The story felt like actual cinema, and the gameplay was also very good (not counting the part where I had to switch from standard to assist mode, but were not talking about that).The overall performance of the game was good as well, and I have no complaints about the FPS I was getting. It was somewhat stable 100 FPS, sometimes dropping to about 70+- but keep in mind that my PC isnt the best.Overall, I really enjoyed the game and its story, and I would definitely buy the newly released Resident Evil Requiem if I had the money."
995,TRUE,842,en,FALSE,FALSE,Positive,Might just be a perfect action game 10/10
996,TRUE,841,en,FALSE,FALSE,Positive,"Amazing game, greatly recommend, its also a long one"
997,TRUE,839,en,FALSE,FALSE,Positive,excellent remake of an excellent game
998,TRUE,838,en,FALSE,FALSE,Positive,the residents were pretty evil
999,TRUE,837,en,FALSE,FALSE,Positive,"Game is so fire, shi lowkey a bit better than Requiem, but Requiem is also 10/10. This game is mainly like PURE ACTION THOUGH and the bosses are actually harder to beat lol"
1000,TRUE,833,en,FALSE,FALSE,Positive,"I played this game on PS2 during my childhood, and now again on PC. Very nice one. The fact that you could also play as Ada, extends this game even further."
1002,TRUE,833,en,FALSE,FALSE,Positive,"This game is very much worth playing, especially if you are new to the franchise and want to keep up with Leon story for Re9Game has good visuals, sound, voice acting, character models are very great, gameplay is also fun with special additions such as being able to kick them or parry. This game may be overrated but it's for a good cause :)"
